+++++++++++++++++ MAXIMUM GAP LENGTH 50 50
the 1th path length 147
>LOCALE p-value : 0.00

the 23th path length 5
Ac08g007722 208.00 Sb01g157400 1574.00 -1
Ac08g007727 211.00 Sb01g160500 1605.00 1
Ac08g007759 243.00 Sb01g164100 1641.00 -1
Ac08g014565 245.00 Sb01g164200 1642.00 -1
Ac08g014583 263.00 Sb01g167700 1677.00 1
>LOCALE p-value : 0.00

the 24th path length 4
Ac08g011797 785.00 Sb01g409500 4095.00 1
Ac08g011785 797.00 Sb01g414000 4140.00 1
Ac08g011743 838.00 Sb01g417600 4176.00 1
Ac08g011737 844.00 Sb01g421700 4217.00 -1
>LOCALE p-value : 0.01

the 25th path length 4
>LOCALE p-value : 0.00
overlap with block 2+1th

the 26th path length 4
Ac08g014565 245.00 Sb01g430600 4306.00 -1
Ac08g014588 268.00 Sb01g432300 4323.00 1
Ac08g014599 279.00 Sb01g436600 4366.00 1
Ac08g014620 299.00 Sb01g437900 4379.00 -1
>LOCALE p-value : 0.00

the 27th path length 4
Ac08g007536 25.00 Sb01g420300 4203.00 1
Ac08g007562 51.00 Sb01g424000 4240.00 1
Ac08g007575 64.00 Sb01g425800 4258.00 1
Ac08g007620 108.00 Sb01g426200 4262.00 1
>LOCALE p-value : 0.00

+++++++++++++++++ MAXIMUM GAP LENGTH 50 50
the 1th path length 70
Ac16g006159 422.00 Sb03g243600 2436.00 1
Ac16g006175 406.00 Sb03g245900 2459.00 -1
Ac16g006180 401.00 Sb03g246000 2460.00 -1
Ac16g006182 399.00 Sb03g246200 2462.00 1
Ac16g006185 396.00 Sb03g246400 2464.00 1
Ac16g006191 390.00 Sb03g246800 2468.00 -1
Ac16g006198 383.00 Sb03g247000 2470.00 -1
Ac16g006202 379.00 Sb03g247100 2471.00 1
Ac16g006203 378.00 Sb03g247200 2472.00 -1
Ac16g006204 377.00 Sb03g247500 2475.00 -1
Ac16g006208 373.00 Sb03g247700 2477.00 -1
Ac16g006212 369.00 Sb03g248100 2481.00 -1
Ac16g006216 365.00 Sb03g248200 2482.00 1
Ac16g006218 363.00 Sb03g248300 2483.00 -1
Ac16g006221 360.00 Sb03g248400 2484.00 1
Ac16g006224 357.00 Sb03g249200 2492.00 1
Ac16g006226 355.00 Sb03g249500 2495.00 1
Ac16g006227 354.00 Sb03g249600 2496.00 -1
Ac16g006228 353.00 Sb03g249800 2498.00 1
Ac16g006229 352.00 Sb03g249900 2499.00 1
Ac16g006230 350.00 Sb03g250000 2500.00 -1
Ac16g006241 340.00 Sb03g250600 2506.00 1
Ac16g006242 339.00 Sb03g250700 2507.00 1
Ac16g021388 333.00 Sb03g250900 2509.00 -1
Ac16g021385 330.00 Sb03g251200 2512.00 1
Ac16g021383 328.00 Sb03g251600 2516.00 1
Ac16g021382 327.00 Sb03g251700 2517.00 1
Ac16g021379 324.00 Sb03g251800 2518.00 1
Ac16g021378 323.00 Sb03g252000 2520.00 1
Ac16g021375 320.00 Sb03g252100 2521.00 -1
Ac16g021372 317.00 Sb03g252400 2524.00 -1
Ac16g021371 316.00 Sb03g252600 2526.00 -1
Ac16g021367 312.00 Sb03g252900 2529.00 -1
Ac16g021365 310.00 Sb03g253000 2530.00 1
Ac16g021658 308.00 Sb03g253500 2535.00 1
Ac16g021654 304.00 Sb03g253800 2538.00 1
Ac16g021652 302.00 Sb03g254200 2542.00 -1
Ac16g000037 294.00 Sb03g254700 2547.00 1
Ac16g000031 288.00 Sb03g255400 2554.00 -1
Ac16g000024 282.00 Sb03g255600 2556.00 1
Ac16g000023 281.00 Sb03g255700 2557.00 -1
Ac16g000015 277.00 Sb03g255900 2559.00 -1
Ac16g000007 269.00 Sb03g256300 2563.00 1
Ac16g020684 262.00 Sb03g257400 2574.00 -1
Ac16g020681 261.00 Sb03g257600 2576.00 -1
Ac16g020679 259.00 Sb03g257900 2579.00 1
Ac16g023310 243.00 Sb03g258100 2581.00 -1
Ac16g020812 215.00 Sb03g259600 2596.00 -1
Ac16g022276 199.00 Sb03g260600 2606.00 -1
Ac16g022274 197.00 Sb03g260700 2607.00 -1
Ac16g022971 181.00 Sb03g260900 2609.00 1
Ac16g030156 171.00 Sb03g261000 2610.00 -1
Ac16g005302 156.00 Sb03g261100 2611.00 1
Ac16g022246 148.00 Sb03g261400 2614.00 -1
Ac16g021683 129.00 Sb03g261700 2617.00 1
Ac16g021698 119.00 Sb03g262400 2624.00 1
Ac16g021702 118.00 Sb03g262500 2625.00 -1
Ac16g021703 117.00 Sb03g262600 2626.00 1
Ac16g024459 114.00 Sb03g263900 2639.00 -1
Ac16g024458 113.00 Sb03g264000 2640.00 1
Ac16g017925 108.00 Sb03g264900 2649.00 -1
Ac16g018320 89.00 Sb03g265400 2654.00 1
Ac16g018319 88.00 Sb03g265500 2655.00 1
Ac16g024039 54.00 Sb03g269000 2690.00 1
Ac16g024040 53.00 Sb03g269100 2691.00 -1
Ac16g024301 43.00 Sb03g269700 2697.00 -1
Ac16g024300 42.00 Sb03g269800 2698.00 1
Ac16g021134 38.00 Sb03g270300 2703.00 -1
Ac16g022282 8.00 Sb03g270500 2705.00 1
Ac16g026772 1.00 Sb03g271200 2712.00 -1
>LOCALE p-value : 0.00

the 2th path length 64
Ac16g005821 756.00 Sb03g185500 1855.00 -1
Ac16g005824 753.00 Sb03g185700 1857.00 1
Ac16g005832 745.00 Sb03g186000 1860.00 -1
Ac16g005834 743.00 Sb03g186100 1861.00 1
Ac16g005835 742.00 Sb03g186200 1862.00 -1
Ac16g005838 739.00 Sb03g186500 1865.00 -1
Ac16g005844 733.00 Sb03g189600 1896.00 -1
Ac16g005845 732.00 Sb03g189700 1897.00 -1
Ac16g005846 731.00 Sb03g190100 1901.00 -1
Ac16g005849 728.00 Sb03g190600 1906.00 -1
Ac16g005850 727.00 Sb03g190800 1908.00 1
Ac16g005852 725.00 Sb03g191700 1917.00 1
Ac16g005853 724.00 Sb03g192000 1920.00 1
Ac16g005857 720.00 Sb03g193500 1935.00 -1
Ac16g005858 719.00 Sb03g193700 1937.00 -1
Ac16g005859 718.00 Sb03g193800 1938.00 1
Ac16g005862 715.00 Sb03g194400 1944.00 -1
Ac16g005863 714.00 Sb03g194500 1945.00 -1
Ac16g005865 712.00 Sb03g194800 1947.00 1
Ac16g005867 710.00 Sb03g195100 1951.00 1
Ac16g005868 709.00 Sb03g195300 1953.00 1
Ac16g005870 707.00 Sb03g195500 1955.00 -1
Ac16g005872 705.00 Sb03g195600 1956.00 -1
Ac16g005873 704.00 Sb03g195900 1959.00 1
Ac16g005877 700.00 Sb03g196400 1964.00 -1
Ac16g005878 699.00 Sb03g196600 1966.00 -1
Ac16g005884 694.00 Sb03g197100 1971.00 -1
Ac16g005887 691.00 Sb03g197300 1973.00 1
Ac16g005888 690.00 Sb03g197400 1974.00 -1
Ac16g005890 688.00 Sb03g197500 1975.00 -1
Ac16g005891 687.00 Sb03g197800 1978.00 1
Ac16g005893 686.00 Sb03g198200 1982.00 -1
Ac16g005894 685.00 Sb03g198300 1983.00 -1
Ac16g005896 683.00 Sb03g198800 1988.00 1
Ac16g005897 682.00 Sb03g199400 1994.00 -1
Ac16g005905 675.00 Sb03g199800 1998.00 -1
Ac16g005906 674.00 Sb03g200600 2006.00 1
Ac16g005908 672.00 Sb03g200800 2008.00 1
Ac16g005912 668.00 Sb03g201400 2014.00 1
Ac16g005915 665.00 Sb03g201500 2015.00 1
Ac16g005918 662.00 Sb03g202100 2021.00 -1
Ac16g005920 660.00 Sb03g202200 2022.00 1
Ac16g005921 659.00 Sb03g202300 2023.00 1
Ac16g005922 658.00 Sb03g202600 2026.00 -1
Ac16g005924 656.00 Sb03g202700 2027.00 1
Ac16g005927 653.00 Sb03g203000 2030.00 -1
Ac16g005928 652.00 Sb03g203100 2031.00 1
Ac16g005929 651.00 Sb03g203400 2034.00 -1
Ac16g005930 650.00 Sb03g203500 2035.00 -1
Ac16g005931 649.00 Sb03g203600 2036.00 -1
Ac16g005933 648.00 Sb03g205200 2052.00 -1
Ac16g005935 646.00 Sb03g205300 2053.00 -1
Ac16g005936 645.00 Sb03g205600 2056.00 -1
Ac16g005938 643.00 Sb03g206600 2066.00 -1
Ac16g005943 638.00 Sb03g208300 2083.00 -1
Ac16g005945 636.00 Sb03g208800 2088.00 1
Ac16g005946 635.00 Sb03g209000 2090.00 1
Ac16g005948 633.00 Sb03g209200 2092.00 -1
Ac16g005949 632.00 Sb03g209400 2094.00 -1
Ac16g005951 629.00 Sb03g209900 2099.00 -1
Ac16g005953 628.00 Sb03g210000 2100.00 1
Ac16g005960 621.00 Sb03g210500 2105.00 -1
Ac16g005961 620.00 Sb03g210600 2106.00 -1
Ac16g006011 570.00 Sb03g210800 2108.00 -1
>LOCALE p-value : 0.00

the 3th path length 54
Ac16g006205 375.00 Sb03g209900 2099.00 1
Ac16g006204 377.00 Sb03g210000 2100.00 -1
Ac16g006165 416.00 Sb03g212300 2123.00 -1
Ac16g006162 418.00 Sb03g212400 2124.00 -1
Ac16g006159 422.00 Sb03g212600 2126.00 1
Ac16g006158 423.00 Sb03g212700 2127.00 1
Ac16g006157 424.00 Sb03g212900 2129.00 1
Ac16g006155 426.00 Sb03g213000 2130.00 1
Ac16g006153 428.00 Sb03g213400 2134.00 1
Ac16g006150 431.00 Sb03g213900 2139.00 -1
Ac16g006149 432.00 Sb03g214000 2140.00 1
Ac16g006147 434.00 Sb03g214500 2145.00 1
Ac16g006145 436.00 Sb03g214700 2147.00 -1
Ac16g006143 438.00 Sb03g215800 2158.00 1
Ac16g006142 439.00 Sb03g216000 2160.00 -1
Ac16g006139 442.00 Sb03g216600 2166.00 1
Ac16g006138 443.00 Sb03g216700 2167.00 1
Ac16g006136 445.00 Sb03g217200 2172.00 -1
Ac16g006135 446.00 Sb03g217500 2175.00 -1
Ac16g006129 452.00 Sb03g218300 2183.00 -1
Ac16g006128 453.00 Sb03g218400 2184.00 1
Ac16g006126 455.00 Sb03g218500 2185.00 1
Ac16g006124 457.00 Sb03g218600 2186.00 -1
Ac16g006121 460.00 Sb03g218900 2189.00 1
Ac16g006119 462.00 Sb03g219000 2190.00 1
Ac16g006114 465.00 Sb03g219200 2192.00 -1
Ac16g006112 468.00 Sb03g219300 2193.00 1
Ac16g006111 470.00 Sb03g219500 2195.00 1
Ac16g006110 471.00 Sb03g219600 2196.00 -1
Ac16g006109 472.00 Sb03g219700 2197.00 -1
Ac16g006106 473.00 Sb03g219800 2198.00 -1
Ac16g006105 476.00 Sb03g220000 2200.00 1
Ac16g006103 478.00 Sb03g220500 2205.00 1
Ac16g006100 481.00 Sb03g220700 2207.00 -1
Ac16g006093 488.00 Sb03g222400 2224.00 1
Ac16g006092 489.00 Sb03g222800 2228.00 1
Ac16g006090 491.00 Sb03g223100 2231.00 1
Ac16g006088 493.00 Sb03g223200 2232.00 -1
Ac16g006085 496.00 Sb03g223500 2235.00 1
Ac16g006083 498.00 Sb03g223600 2236.00 -1
Ac16g006079 502.00 Sb03g223900 2239.00 -1
Ac16g006075 506.00 Sb03g224200 2242.00 -1
Ac16g006069 511.00 Sb03g224600 2246.00 1
Ac16g006066 515.00 Sb03g225200 2252.00 1
Ac16g006065 516.00 Sb03g225500 2255.00 -1
Ac16g006063 518.00 Sb03g225600 2256.00 -1
Ac16g006061 520.00 Sb03g225800 2258.00 1
Ac16g006057 524.00 Sb03g226300 2263.00 -1
Ac16g006056 525.00 Sb03g226400 2264.00 1
Ac16g006055 526.00 Sb03g226500 2265.00 -1
Ac16g006054 527.00 Sb03g226600 2266.00 -1
Ac16g006052 529.00 Sb03g226700 2267.00 1
Ac16g006046 535.00 Sb03g226800 2268.00 1
Ac16g006043 538.00 Sb03g227100 2271.00 1
>LOCALE p-value : 0.00

the 4th path length 37
Ac16g005825 752.00 Sb03g271600 2716.00 -1
Ac16g005839 738.00 Sb03g272200 2722.00 -1
Ac16g005840 737.00 Sb03g272400 2724.00 -1
Ac16g005849 728.00 Sb03g273100 2731.00 -1
Ac16g005854 723.00 Sb03g273400 2734.00 -1
Ac16g005857 720.00 Sb03g273600 2736.00 -1
Ac16g005864 713.00 Sb03g274200 2742.00 -1
Ac16g005877 700.00 Sb03g275000 2750.00 -1
Ac16g005885 693.00 Sb03g275400 2754.00 -1
Ac16g005893 686.00 Sb03g275500 2755.00 -1
Ac16g005896 683.00 Sb03g275700 2757.00 1
Ac16g005898 681.00 Sb03g275800 2758.00 1
Ac16g005915 665.00 Sb03g276500 2765.00 1
Ac16g005917 663.00 Sb03g276800 2768.00 -1
Ac16g005919 661.00 Sb03g277200 2772.00 1
Ac16g005925 655.00 Sb03g277900 2779.00 1
Ac16g005945 636.00 Sb03g279000 2790.00 1
Ac16g005946 635.00 Sb03g279100 2791.00 1
Ac16g005947 634.00 Sb03g279200 2792.00 1
Ac16g005951 629.00 Sb03g279400 2794.00 -1
Ac16g005955 626.00 Sb03g279500 2795.00 -1
Ac16g005958 623.00 Sb03g279800 2798.00 1
Ac16g005966 615.00 Sb03g280000 2800.00 -1
Ac16g005979 602.00 Sb03g280400 2804.00 -1
Ac16g005981 600.00 Sb03g280500 2805.00 1
Ac16g005989 592.00 Sb03g280900 2809.00 -1
Ac16g006017 564.00 Sb03g282400 2824.00 1
Ac16g006019 562.00 Sb03g282500 2825.00 -1
Ac16g006024 557.00 Sb03g283400 2834.00 -1
Ac16g006027 554.00 Sb03g283700 2837.00 1
Ac16g006028 553.00 Sb03g284300 2843.00 -1
Ac16g006034 547.00 Sb03g284700 2847.00 1
Ac16g006038 543.00 Sb03g285500 2855.00 1
Ac16g006046 535.00 Sb03g286700 2867.00 1
Ac16g006051 530.00 Sb03g287000 2870.00 -1
Ac16g006053 528.00 Sb03g287100 2871.00 1
Ac16g006103 478.00 Sb03g287200 2872.00 1
>LOCALE p-value : 0.00

the 5th path length 35
Ac16g005956 625.00 Sb03g289500 2895.00 -1
Ac16g005968 613.00 Sb03g290000 2900.00 1
Ac16g005971 610.00 Sb03g290100 2901.00 -1
Ac16g005972 609.00 Sb03g290300 2903.00 1
Ac16g005973 608.00 Sb03g290400 2904.00 -1
Ac16g005974 607.00 Sb03g290500 2905.00 -1
Ac16g005976 605.00 Sb03g290900 2909.00 1
Ac16g005980 601.00 Sb03g291600 2916.00 1
Ac16g005988 593.00 Sb03g292300 2923.00 1
Ac16g005989 592.00 Sb03g292400 2924.00 -1
Ac16g005990 591.00 Sb03g292600 2926.00 -1
Ac16g005991 590.00 Sb03g292700 2927.00 -1
Ac16g005992 589.00 Sb03g292900 2929.00 1
Ac16g005993 588.00 Sb03g293000 2930.00 1
Ac16g005995 586.00 Sb03g293100 2931.00 1
Ac16g005997 584.00 Sb03g293300 2933.00 -1
Ac16g005999 580.00 Sb03g293500 2935.00 -1
Ac16g006002 579.00 Sb03g293600 2936.00 1
Ac16g006007 574.00 Sb03g293800 2938.00 1
Ac16g006009 572.00 Sb03g293900 2939.00 -1
Ac16g006012 569.00 Sb03g294000 2940.00 1
Ac16g006013 568.00 Sb03g294200 2942.00 1
Ac16g006014 567.00 Sb03g294400 2944.00 1
Ac16g006015 566.00 Sb03g294500 2945.00 1
Ac16g006018 563.00 Sb03g294800 2948.00 1
Ac16g006020 561.00 Sb03g294900 2949.00 1
Ac16g006024 557.00 Sb03g295100 2951.00 -1
Ac16g006025 556.00 Sb03g295200 2952.00 1
Ac16g006026 555.00 Sb03g295300 2953.00 -1
Ac16g006027 554.00 Sb03g295600 2956.00 1
Ac16g006030 551.00 Sb03g295800 2958.00 1
Ac16g006034 547.00 Sb03g296000 2960.00 1
Ac16g006038 543.00 Sb03g296300 2963.00 1
Ac16g006039 542.00 Sb03g296400 2964.00 -1
Ac16g006088 493.00 Sb03g297200 2972.00 -1
>LOCALE p-value : 0.00

the 6th path length 29
Ac16g006221 360.00 Sb03g227300 2273.00 1
Ac16g006219 361.00 Sb03g227900 2279.00 1
Ac16g006216 365.00 Sb03g229300 2293.00 1
Ac16g006212 369.00 Sb03g229400 2294.00 -1
Ac16g006202 379.00 Sb03g230200 2302.00 1
Ac16g006199 382.00 Sb03g230500 2305.00 1
Ac16g006193 388.00 Sb03g231800 2318.00 1
Ac16g006187 394.00 Sb03g232800 2328.00 1
Ac16g006183 398.00 Sb03g233800 2338.00 -1
Ac16g006182 399.00 Sb03g234000 2340.00 1
Ac16g006181 400.00 Sb03g234400 2344.00 1
Ac16g006177 404.00 Sb03g234700 2347.00 1
Ac16g006175 406.00 Sb03g234800 2348.00 -1
Ac16g006171 410.00 Sb03g234900 2349.00 -1
Ac16g006170 411.00 Sb03g235000 2350.00 1
Ac16g006168 413.00 Sb03g235100 2351.00 1
Ac16g006165 416.00 Sb03g235300 2353.00 -1
Ac16g006154 427.00 Sb03g235900 2359.00 -1
Ac16g006144 437.00 Sb03g236800 2368.00 -1
Ac16g006140 441.00 Sb03g237100 2371.00 1
Ac16g006122 459.00 Sb03g238500 2385.00 1
Ac16g006121 460.00 Sb03g238600 2386.00 1
Ac16g006101 480.00 Sb03g240500 2405.00 1
Ac16g006099 482.00 Sb03g241900 2419.00 1
Ac16g006095 486.00 Sb03g242000 2420.00 1
Ac16g006074 507.00 Sb03g243500 2435.00 -1
Ac16g006073 508.00 Sb03g243600 2436.00 -1
Ac16g006072 509.00 Sb03g243700 2437.00 -1
Ac16g006068 513.00 Sb03g244700 2447.00 -1
>LOCALE p-value : 0.00

the 7th path length 14
Ac16g006174 407.00 Sb03g289400 2894.00 -1
Ac16g006183 398.00 Sb03g289800 2898.00 -1
Ac16g006198 383.00 Sb03g293800 2938.00 -1
Ac16g006224 357.00 Sb03g297200 2972.00 1
Ac16g006232 349.00 Sb03g297800 2978.00 -1
Ac16g006235 346.00 Sb03g297900 2979.00 1
Ac16g021382 327.00 Sb03g298600 2986.00 1
Ac16g021369 314.00 Sb03g299200 2992.00 1
Ac16g021367 312.00 Sb03g300900 3009.00 -1
Ac16g021366 311.00 Sb03g301200 3012.00 1
Ac16g021657 307.00 Sb03g302100 3021.00 -1
Ac16g021653 303.00 Sb03g302800 3028.00 1
Ac16g021652 302.00 Sb03g303200 3032.00 -1
Ac16g000037 294.00 Sb03g303200 3032.00 1
>LOCALE p-value : 0.00

the 8th path length 11
>LOCALE p-value : 0.00
overlap with block 0+1th

the 9th path length 10
Ac16g006026 555.00 Sb03g026600 266.00 -1
Ac16g006017 564.00 Sb03g027000 270.00 1
Ac16g006012 569.00 Sb03g027500 275.00 1
Ac16g006011 570.00 Sb03g027600 276.00 -1
Ac16g006004 577.00 Sb03g028000 280.00 1
Ac16g005996 585.00 Sb03g028100 281.00 -1
Ac16g005992 589.00 Sb03g029700 297.00 1
Ac16g005968 613.00 Sb03g034700 347.00 1
Ac16g005963 616.00 Sb03g037800 378.00 -1
Ac16g005936 645.00 Sb03g042200 422.00 -1
>LOCALE p-value : 0.00

the 10th path length 10
>LOCALE p-value : 0.00
overlap with block 3+1th

the 11th path length 9
Ac16g005881 696.00 Sb03g036700 367.00 1
Ac16g005897 682.00 Sb03g037400 374.00 -1
Ac16g005906 674.00 Sb03g037500 375.00 1
Ac16g005907 673.00 Sb03g037600 376.00 1
Ac16g005936 645.00 Sb03g042200 422.00 -1
Ac16g005940 641.00 Sb03g043000 430.00 1
Ac16g005963 616.00 Sb03g043600 436.00 -1
Ac16g005991 590.00 Sb03g043900 439.00 -1
Ac16g006041 540.00 Sb03g044000 440.00 1
>LOCALE p-value : 0.00

the 12th path length 7
Ac16g022297 23.00 Sb03g079600 796.00 1
Ac16g019236 71.00 Sb03g079800 798.00 1
Ac16g019243 76.00 Sb03g079900 799.00 1
Ac16g019246 78.00 Sb03g080000 800.00 1
Ac16g019248 79.00 Sb03g080900 809.00 1
Ac16g021703 117.00 Sb03g081700 817.00 1
Ac16g022238 142.00 Sb03g086600 866.00 1
>LOCALE p-value : 0.00

the 13th path length 7
Ac16g006040 541.00 Sb03g010400 104.00 1
Ac16g006041 540.00 Sb03g010500 105.00 1
Ac16g006063 518.00 Sb03g010800 108.00 -1
Ac16g006074 507.00 Sb03g012800 128.00 -1
Ac16g006103 478.00 Sb03g017500 175.00 1
Ac16g006121 460.00 Sb03g019900 199.00 1
Ac16g006171 410.00 Sb03g022400 224.00 -1
>LOCALE p-value : 0.00

the 14th path length 6
>LOCALE p-value : 0.00
overlap with block 9+1th

the 15th path length 6
>LOCALE p-value : 0.00
overlap with block 7+1th

the 16th path length 5
Ac16g018313 82.00 Sb03g181800 1818.00 1
Ac16g021133 37.00 Sb03g183700 1837.00 1
Ac16g022291 17.00 Sb03g185200 1852.00 1
Ac16g022288 14.00 Sb03g187200 1872.00 1
Ac16g026772 1.00 Sb03g189000 1890.00 -1
>LOCALE p-value : 0.00

the 17th path length 5
Ac16g006095 486.00 Sb03g258200 2582.00 1
Ac16g006096 485.00 Sb03g258400 2584.00 -1
Ac16g006097 484.00 Sb03g258800 2588.00 1
Ac16g006098 483.00 Sb03g258900 2589.00 -1
Ac16g006147 434.00 Sb03g259400 2594.00 1
>LOCALE p-value : 0.00

the 18th path length 4
>LOCALE p-value : 0.00
overlap with block 4+1th

the 19th path length 4
Ac16g006065 516.00 Sb03g100200 1002.00 -1
Ac16g006041 540.00 Sb03g100700 1007.00 1
Ac16g006012 569.00 Sb03g103000 1030.00 1
Ac16g005975 606.00 Sb03g104400 1044.00 -1
>LOCALE p-value : 0.00

the 20th path length 4
>LOCALE p-value : 0.00
overlap with block 3+1th

the 21th path length 4
>LOCALE p-value : 0.00
overlap with block 6+1th

+++++++++++++++++ MAXIMUM GAP LENGTH 50 50
the 1th path length 7
Ac10g009754 17.00 Sb01g050900 509.00 -1
Ac10g009780 43.00 Sb01g053700 537.00 -1
Ac10g009797 58.00 Sb01g056100 561.00 -1
Ac10g009810 71.00 Sb01g058300 583.00 -1
Ac10g009829 90.00 Sb01g059900 599.00 -1
Ac10g009845 105.00 Sb01g061400 614.00 -1
Ac10g009853 113.00 Sb01g064700 647.00 1
>LOCALE p-value : 0.00

the 2th path length 5
Ac10g009897 155.00 Sb01g490700 4907.00 1
Ac10g009908 165.00 Sb01g491600 4916.00 1
Ac10g009926 182.00 Sb01g492900 4929.00 1
Ac10g009943 199.00 Sb01g494000 4940.00 1
Ac10g009959 214.00 Sb01g496700 4967.00 -1
>LOCALE p-value : 0.00

the 3th path length 4
Ac10g009814 75.00 Sb01g144200 1442.00 -1
Ac10g009829 90.00 Sb01g145200 1452.00 -1
Ac10g009875 135.00 Sb01g149800 1498.00 1
Ac10g009927 183.00 Sb01g154200 1542.00 1
>LOCALE p-value : 0.00

+++++++++++++++++ MAXIMUM GAP LENGTH 50 50
the 1th path length 6
Ac22g009211 521.00 Sb09g140000 1400.00 -1
Ac22g009175 485.00 Sb09g143200 1432.00 1
Ac22g009359 439.00 Sb09g146500 1465.00 -1
Ac22g009374 424.00 Sb09g148300 1483.00 1
Ac22g009375 423.00 Sb09g148600 1486.00 -1
Ac22g009422 378.00 Sb09g150000 1500.00 -1
>LOCALE p-value : 0.00

the 2th path length 5
Ac22g009178 488.00 Sb09g214600 2146.00 1
Ac22g009331 465.00 Sb09g217200 2172.00 1
Ac22g009379 419.00 Sb09g218100 2181.00 1
Ac22g009414 384.00 Sb09g220400 2204.00 -1
Ac22g009422 378.00 Sb09g220400 2204.00 -1
>LOCALE p-value : 0.00

the 3th path length 4
Ac22g009400 398.00 Sb09g170300 1703.00 -1
Ac22g009354 442.00 Sb09g174900 1749.00 1
Ac22g009166 476.00 Sb09g176900 1769.00 -1
Ac22g009187 497.00 Sb09g181500 1815.00 -1
>LOCALE p-value : 0.00

+++++++++++++++++ MAXIMUM GAP LENGTH 50 50
the 1th path length 5
Ac02g001146 832.00 Sb09g249100 2491.00 1
Ac02g001194 786.00 Sb09g251100 2511.00 1
Ac02g001239 742.00 Sb09g255500 2555.00 1
Ac02g001255 727.00 Sb09g260200 2602.00 1
Ac02g001304 678.00 Sb09g260600 2606.00 -1
>LOCALE p-value : 0.00

the 2th path length 4
Ac02g000955 1022.00 Sb09g209500 2095.00 1
Ac02g000922 1055.00 Sb09g214100 2141.00 -1
Ac02g000876 1100.00 Sb09g216800 2168.00 1
Ac02g000844 1131.00 Sb09g217100 2171.00 1
>LOCALE p-value : 0.01

+++++++++++++++++ MAXIMUM GAP LENGTH 50 50
the 1th path length 15
Ac08g016648 695.00 Sb02g297300 2973.00 1
Ac08g011852 732.00 Sb02g299300 2993.00 1
Ac08g011814 768.00 Sb02g300300 3003.00 -1
Ac08g011787 795.00 Sb02g301000 3010.00 1
Ac08g011776 805.00 Sb02g301200 3012.00 -1
Ac08g011755 826.00 Sb02g302800 3028.00 -1
Ac08g011746 835.00 Sb02g303300 3033.00 -1
Ac08g011743 838.00 Sb02g303500 3035.00 1
Ac08g011727 852.00 Sb02g303900 3039.00 1
Ac08g011726 853.00 Sb02g304000 3040.00 -1
Ac08g011696 883.00 Sb02g304900 3049.00 1
Ac08g011675 903.00 Sb02g306100 3061.00 -1
Ac08g011667 911.00 Sb02g306700 3067.00 1
Ac08g011660 918.00 Sb02g306900 3069.00 -1
Ac08g011653 925.00 Sb02g310200 3102.00 -1
>LOCALE p-value : 0.00

the 2th path length 10
Ac08g019942 370.00 Sb02g116100 1161.00 -1
Ac08g022950 336.00 Sb02g116900 1169.00 1
Ac08g022947 333.00 Sb02g117000 1170.00 -1
Ac08g014638 317.00 Sb02g117500 1175.00 -1
Ac08g014615 294.00 Sb02g118300 1183.00 1
Ac08g014594 274.00 Sb02g121000 1210.00 -1
Ac08g014587 267.00 Sb02g121600 1216.00 -1
Ac08g007746 230.00 Sb02g122400 1224.00 -1
Ac08g007718 204.00 Sb02g124700 1247.00 -1
Ac08g007670 157.00 Sb02g125000 1250.00 1
>LOCALE p-value : 0.00

the 3th path length 7
Ac08g016632 680.00 Sb02g260900 2609.00 1
Ac08g016587 636.00 Sb02g264100 2641.00 -1
Ac08g013908 606.00 Sb02g268700 2687.00 1
Ac08g013886 588.00 Sb02g270200 2702.00 1
Ac08g013879 581.00 Sb02g270700 2707.00 1
Ac08g013873 575.00 Sb02g271100 2711.00 1
Ac08g024950 525.00 Sb02g272600 2726.00 -1
>LOCALE p-value : 0.00

the 4th path length 7
Ac08g011787 795.00 Sb02g282000 2820.00 1
Ac08g011802 780.00 Sb02g283500 2835.00 -1
Ac08g011836 747.00 Sb02g287400 2874.00 -1
Ac08g011839 744.00 Sb02g288000 2880.00 1
Ac08g011850 734.00 Sb02g290500 2905.00 -1
Ac08g016661 708.00 Sb02g291100 2911.00 -1
Ac08g016609 658.00 Sb02g294000 2940.00 -1
>LOCALE p-value : 0.00

the 5th path length 5
Ac08g007578 67.00 Sb02g216200 2162.00 1
Ac08g007577 66.00 Sb02g216400 2164.00 1
Ac08g007548 37.00 Sb02g219500 2195.00 1
Ac08g007535 24.00 Sb02g220500 2205.00 1
Ac08g007519 8.00 Sb02g222700 2227.00 1
>LOCALE p-value : 0.00

the 6th path length 5
Ac08g007750 234.00 Sb02g083800 838.00 1
Ac08g007710 196.00 Sb02g087800 878.00 -1
Ac08g007659 146.00 Sb02g090800 908.00 1
Ac08g007646 133.00 Sb02g091500 915.00 1
Ac08g007599 88.00 Sb02g091700 917.00 1
>LOCALE p-value : 0.00

the 7th path length 5
Ac08g018828 968.00 Sb02g309500 3095.00 1
Ac08g022302 954.00 Sb02g309600 3096.00 1
Ac08g011644 934.00 Sb02g309800 3098.00 1
Ac08g011653 925.00 Sb02g310200 3102.00 -1
Ac08g011696 883.00 Sb02g312700 3127.00 1
>LOCALE p-value : 0.00

the 8th path length 4
Ac08g011761 820.00 Sb02g136800 1368.00 -1
